egoid,study_week,stata_week,indegree,outdegree,total_degree,sms_in,sms_out,total_sms,voice_in,voice_out,total_voice,total_communication
11023,3,2687,17,18,35,158,163,321,4,11,15,336
11360,3,2687,16,14,30,143,150,293,18,71,89,382
11692,3,2687,19,26,45,932,970,1902,10,43,53,1955
13116,3,2687,25,29,54,120,114,234,26,62,88,322
13799,3,2687,21,25,46,145,174,319,14,48,62,381
13882,3,2687,14,15,29,212,223,435,4,3,7,442
13896,3,2687,10,17,27,73,73,146,5,46,51,197
14106,3,2687,10,6,16,40,33,73,3,2,5,78
14188,3,2687,21,23,44,199,212,411,9,36,45,456
14962,3,2687,31,35,66,581,482,1063,14,37,51,1114
15071,3,2687,8,8,16,476,461,937,12,16,28,965
15548,3,2687,0,1,1,0,0,0,0,2,2,2
15723,3,2687,14,16,30,107,116,223,7,8,15,238
16313,3,2687,34,37,71,378,363,741,10,36,46,787
16495,3,2687,16,21,37,166,174,340,8,23,31,371
17041,3,2687,4,18,22,0,0,0,4,38,42,42
17353,3,2687,14,15,29,87,82,169,8,24,32,201
18344,3,2687,14,16,30,103,97,200,9,14,23,223
18394,3,2687,21,19,40,720,672,1392,9,9,18,1410
18420,3,2687,6,3,9,5,3,8,8,2,10,18
18707,3,2687,20,22,42,117,118,235,14,30,44,279
19066,3,2687,24,27,51,130,122,252,11,36,47,299
19844,3,2687,12,15,27,156,148,304,9,11,20,324
20905,3,2687,17,18,35,151,155,306,31,63,94,400
21350,3,2687,22,24,46,418,436,854,22,47,69,923
22540,3,2687,2,2,4,13,5,18,0,0,0,18
22617,3,2687,26,29,55,453,484,937,17,28,45,982
22745,3,2687,17,17,34,231,250,481,4,5,9,490
22931,3,2687,28,30,58,247,152,399,4,32,36,435
23040,3,2687,21,19,40,199,168,367,12,10,22,389
23144,3,2687,2,2,4,1,0,1,1,9,10,11
23642,3,2687,7,8,15,175,222,397,3,6,9,406
24543,3,2687,15,18,33,130,132,262,6,4,10,272
24760,3,2687,28,35,63,596,701,1297,20,41,61,1358
24853,3,2687,20,25,45,101,84,185,10,9,19,204
25171,3,2687,30,31,61,253,275,528,31,58,89,617
25323,3,2687,9,10,19,62,59,121,1,11,12,133
25494,3,2687,28,32,60,623,654,1277,13,42,55,1332
25544,3,2687,30,40,70,257,385,642,8,28,36,678
25947,3,2687,21,23,44,140,95,235,30,34,64,299
26127,3,2687,9,11,20,52,40,92,7,26,33,125
26425,3,2687,8,11,19,34,39,73,2,12,14,87
26999,3,2687,6,8,14,129,118,247,8,73,81,328
28831,3,2687,12,18,30,39,43,82,5,36,41,123
29914,3,2687,14,16,30,83,77,160,9,20,29,189
30076,3,2687,14,15,29,375,383,758,2,9,11,769
30952,3,2687,18,22,40,98,90,188,10,23,33,221
31372,3,2687,7,10,17,153,160,313,9,10,19,332
31583,3,2687,42,38,80,1056,971,2027,22,32,54,2081
32100,3,2687,25,21,46,226,237,463,5,10,15,478
32174,3,2687,10,18,28,53,60,113,2,12,14,127
32899,3,2687,4,6,10,7,7,14,1,12,13,27
33094,3,2687,24,21,45,360,358,718,59,102,161,879
34250,3,2687,6,8,14,28,30,58,10,18,28,86
34853,3,2687,35,46,81,285,307,592,20,87,107,699
35227,3,2687,15,17,32,335,467,802,7,22,29,831
36006,3,2687,7,8,15,34,32,66,3,2,5,71
36143,3,2687,22,27,49,230,215,445,15,62,77,522
36951,3,2687,20,29,49,241,232,473,4,16,20,493
37617,3,2687,19,19,38,228,173,401,1,10,11,412
38823,3,2687,29,26,55,207,197,404,5,16,21,425
38893,3,2687,14,18,32,174,203,377,11,36,47,424
38901,3,2687,26,30,56,243,236,479,1,18,19,498
38927,3,2687,30,33,63,346,313,659,17,42,59,718
39122,3,2687,11,12,23,18,8,26,2,21,23,49
39253,3,2687,16,16,32,71,34,105,4,28,32,137
39701,3,2687,21,24,45,306,328,634,10,46,56,690
39783,3,2687,15,17,32,92,89,181,7,15,22,203
40557,3,2687,27,27,54,442,426,868,8,13,21,889
40629,3,2687,31,33,64,624,621,1245,14,16,30,1275
40877,3,2687,2,1,3,1,1,2,1,0,1,3
40997,3,2687,10,17,27,59,64,123,18,51,69,192
41393,3,2687,14,11,25,79,68,147,2,3,5,152
44167,3,2687,23,27,50,190,190,380,7,22,29,409
44520,3,2687,11,16,27,87,78,165,13,34,47,212
44947,3,2687,12,14,26,571,599,1170,4,12,16,1186
44956,3,2687,9,31,40,35,27,62,0,41,41,103
45000,3,2687,9,14,23,80,66,146,1,23,24,170
45292,3,2687,41,44,85,470,450,920,38,89,127,1047
45539,3,2687,23,24,47,378,314,692,10,32,42,734
45945,3,2687,15,14,29,1073,1036,2109,9,12,21,2130
46021,3,2687,17,15,32,435,339,774,13,18,31,805
46160,3,2687,26,23,49,113,92,205,5,12,17,222
46584,3,2687,18,19,37,86,43,129,11,56,67,196
46654,3,2687,28,26,54,273,234,507,23,63,86,593
46771,3,2687,28,26,54,257,177,434,20,67,87,521
47230,3,2687,16,23,39,92,71,163,29,91,120,283
48187,3,2687,14,15,29,226,232,458,12,36,48,506
48429,3,2687,35,35,70,401,340,741,59,115,174,915
48990,3,2687,7,7,14,211,198,409,15,27,42,451
49294,3,2687,10,10,20,363,335,698,6,16,22,720
49597,3,2687,9,13,22,44,39,83,10,21,31,114
50181,3,2687,10,9,19,20,19,39,11,24,35,74
50709,3,2687,22,20,42,416,443,859,21,52,73,932
50869,3,2687,22,29,51,187,140,327,15,34,49,376
50947,3,2687,40,46,86,593,627,1220,11,30,41,1261
51102,3,2687,53,57,110,1900,1932,3832,26,46,72,3904
51470,3,2687,15,21,36,415,390,805,4,34,38,843
51552,3,2687,15,16,31,75,41,116,10,32,42,158
51597,3,2687,22,31,53,76,87,163,4,28,32,195
51675,3,2687,5,10,15,58,66,124,5,43,48,172
51722,3,2687,5,6,11,21,15,36,0,1,1,37
52067,3,2687,26,23,49,496,484,980,16,22,38,1018
52385,3,2687,17,23,40,369,352,721,11,43,54,775
52441,3,2687,31,31,62,651,655,1306,20,61,81,1387
52615,3,2687,19,18,37,110,97,207,5,10,15,222
52635,3,2687,9,6,15,24,10,34,4,5,9,43
52923,3,2687,13,16,29,132,129,261,18,56,74,335
53275,3,2687,10,19,29,32,15,47,15,97,112,159
53884,3,2687,14,16,30,104,94,198,2,6,8,206
55464,3,2687,31,39,70,220,272,492,23,65,88,580
55594,3,2687,27,25,52,142,135,277,15,32,47,324
57637,3,2687,18,21,39,204,264,468,12,14,26,494
57896,3,2687,20,22,42,206,186,392,13,38,51,443
58168,3,2687,1,1,2,7,3,10,0,0,0,10
58909,3,2687,13,12,25,147,161,308,11,26,37,345
59367,3,2687,22,20,42,395,306,701,10,27,37,738
60482,3,2687,22,29,51,172,165,337,7,44,51,388
60830,3,2687,14,14,28,86,97,183,35,27,62,245
61280,3,2687,29,30,59,462,438,900,5,31,36,936
62555,3,2687,18,27,45,83,107,190,19,77,96,286
62560,3,2687,25,29,54,355,327,682,8,30,38,720
63063,3,2687,26,30,56,469,413,882,12,22,34,916
63188,3,2687,8,10,18,217,217,434,2,6,8,442
63757,3,2687,11,14,25,57,55,112,4,7,11,123
63817,3,2687,22,27,49,497,443,940,9,21,30,970
64772,3,2687,27,29,56,306,302,608,18,29,47,655
65102,3,2687,8,13,21,709,680,1389,19,23,42,1431
65526,3,2687,11,15,26,182,173,355,5,26,31,386
65591,3,2687,22,23,45,382,383,765,45,104,149,914
66052,3,2687,28,32,60,158,80,238,47,130,177,415
66245,3,2687,29,24,53,141,114,255,6,16,22,277
66404,3,2687,22,29,51,227,136,363,8,20,28,391
66754,3,2687,17,20,37,493,517,1010,10,11,21,1031
66991,3,2687,24,31,55,250,222,472,15,42,57,529
67947,3,2687,14,15,29,36,24,60,6,10,16,76
68494,3,2687,28,31,59,1072,1106,2178,12,30,42,2220
68533,3,2687,26,21,47,201,164,365,12,31,43,408
68633,3,2687,15,17,32,88,88,176,13,37,50,226
69065,3,2687,27,26,53,561,530,1091,10,26,36,1127
69669,3,2687,9,9,18,75,66,141,12,13,25,166
70889,3,2687,9,8,17,208,206,414,0,0,0,414
71187,3,2687,6,9,15,25,15,40,7,10,17,57
71518,3,2687,18,17,35,94,67,161,8,18,26,187
71627,3,2687,35,30,65,216,197,413,22,33,55,468
71700,3,2687,23,23,46,291,318,609,17,12,29,638
71782,3,2687,21,22,43,129,97,226,6,39,45,271
72746,3,2687,21,23,44,124,151,275,4,3,7,282
73175,3,2687,8,8,16,74,54,128,0,4,4,132
73303,3,2687,8,11,19,43,49,92,5,8,13,105
74916,3,2687,35,39,74,860,874,1734,27,35,62,1796
75178,3,2687,6,5,11,16,13,29,6,5,11,40
75261,3,2687,39,46,85,594,566,1160,59,133,192,1352
75466,3,2687,6,7,13,30,27,57,0,4,4,61
75468,3,2687,15,12,27,42,39,81,10,25,35,116
76313,3,2687,22,24,46,219,186,405,34,14,48,453
77023,3,2687,15,17,32,360,504,864,10,16,26,890
77291,3,2687,15,14,29,107,103,210,2,3,5,215
77824,3,2687,22,20,42,248,202,450,11,15,26,476
78062,3,2687,13,16,29,202,223,425,1,3,4,429
78638,3,2687,28,28,56,269,251,520,3,20,23,543
78911,3,2687,9,8,17,119,72,191,5,6,11,202
78966,3,2687,20,23,43,624,181,805,3,9,12,817
79877,3,2687,12,12,24,65,64,129,0,0,0,129
80058,3,2687,42,36,78,615,634,1249,16,27,43,1292
80193,3,2687,20,21,41,466,562,1028,21,72,93,1121
82060,3,2687,16,22,38,267,278,545,25,24,49,594
82282,3,2687,14,18,32,303,292,595,8,20,28,623
83184,3,2687,12,12,24,269,255,524,3,5,8,532
83568,3,2687,19,18,37,323,209,532,2,7,9,541
84215,3,2687,11,13,24,206,180,386,2,8,10,396
84472,3,2687,21,21,42,447,414,861,10,19,29,890
84625,3,2687,1,2,3,3,4,7,1,0,1,8
84841,3,2687,28,31,59,187,209,396,30,51,81,477
85596,3,2687,16,18,34,400,449,849,10,16,26,875
85970,3,2687,19,22,41,424,448,872,4,15,19,891
86009,3,2687,16,17,33,75,70,145,13,37,50,195
86237,3,2687,6,7,13,78,45,123,3,10,13,136
86352,3,2687,23,23,46,199,164,363,26,64,90,453
86610,3,2687,18,22,40,360,343,703,12,51,63,766
86727,3,2687,10,12,22,82,96,178,7,5,12,190
88133,3,2687,18,23,41,223,248,471,6,29,35,506
88175,3,2687,16,17,33,130,133,263,8,7,15,278
89827,3,2687,24,22,46,452,367,819,19,21,40,859
10060,4,2688,12,12,24,53,50,103,1,5,6,109
10281,4,2688,8,11,19,689,649,1338,4,14,18,1356
10353,4,2688,20,23,43,351,350,701,9,15,24,725
10841,4,2688,17,19,36,67,70,137,10,70,80,217
11023,4,2688,15,17,32,276,255,531,4,11,15,546
11360,4,2688,18,16,34,132,135,267,30,81,111,378
11692,4,2688,18,22,40,973,1086,2059,2,16,18,2077
13116,4,2688,14,18,32,70,75,145,6,16,22,167
13799,4,2688,19,21,40,280,302,582,1,15,16,598
13882,4,2688,17,19,36,204,206,410,0,0,0,410
13896,4,2688,10,21,31,93,92,185,6,39,45,230
14106,4,2688,10,6,16,33,25,58,3,1,4,62
14188,4,2688,12,15,27,108,139,247,2,15,17,264
14962,4,2688,30,34,64,493,440,933,8,26,34,967
15071,4,2688,7,6,13,307,302,609,12,5,17,626
15548,4,2688,1,2,3,36,0,36,2,5,7,43
15723,4,2688,12,15,27,129,134,263,10,12,22,285
16313,4,2688,26,31,57,374,356,730,14,29,43,773
16495,4,2688,14,15,29,109,103,212,3,15,18,230
16933,4,2688,14,11,25,161,166,327,35,4,39,366
17041,4,2688,9,14,23,10,10,20,10,16,26,46
17353,4,2688,10,13,23,81,67,148,10,23,33,181
18344,4,2688,7,10,17,67,64,131,0,4,4,135
18394,4,2688,24,22,46,581,539,1120,2,8,10,1130
18420,4,2688,9,11,20,14,14,28,24,19,43,71
18707,4,2688,18,27,45,77,81,158,7,41,48,206
19066,4,2688,17,19,36,148,129,277,3,9,12,289
19844,4,2688,19,19,38,294,269,563,20,33,53,616
20905,4,2688,13,14,27,28,30,58,19,29,48,106
21350,4,2688,22,23,45,577,599,1176,15,32,47,1223
22540,4,2688,1,2,3,34,28,62,0,1,1,63
22617,4,2688,20,22,42,321,333,654,8,8,16,670
22745,4,2688,18,20,38,269,280,549,6,8,14,563
22931,4,2688,35,30,65,218,102,320,9,21,30,350
23040,4,2688,25,25,50,199,185,384,13,9,22,406
23144,4,2688,4,6,10,58,67,125,1,13,14,139
23642,4,2688,7,9,16,189,202,391,4,1,5,396
24543,4,2688,15,17,32,100,91,191,9,9,18,209
24760,4,2688,28,30,58,502,578,1080,16,38,54,1134
24853,4,2688,15,14,29,98,75,173,3,10,13,186
25171,4,2688,22,26,48,137,166,303,19,50,69,372
25323,4,2688,15,17,32,109,99,208,4,25,29,237
25494,4,2688,37,41,78,586,561,1147,19,39,58,1205
25544,4,2688,27,32,59,300,430,730,3,16,19,749
25947,4,2688,18,17,35,126,105,231,17,24,41,272
26127,4,2688,9,13,22,38,30,68,8,23,31,99
26425,4,2688,10,12,22,27,22,49,6,9,15,64
26999,4,2688,12,11,23,138,107,245,16,77,93,338
28831,4,2688,9,13,22,31,27,58,2,15,17,75
29914,4,2688,16,15,31,111,54,165,9,16,25,190
30076,4,2688,10,13,23,321,337,658,0,6,6,664
30952,4,2688,22,24,46,77,80,157,25,22,47,204
31372,4,2688,10,13,23,221,234,455,6,11,17,472
31583,4,2688,53,45,98,1233,1145,2378,30,35,65,2443
32100,4,2688,22,27,49,209,241,450,13,23,36,486
32174,4,2688,13,13,26,46,40,86,6,11,17,103
32899,4,2688,4,7,11,9,10,19,3,10,13,32
33094,4,2688,19,20,39,341,370,711,60,65,125,836
34250,4,2688,11,11,22,68,66,134,6,20,26,160
34853,4,2688,32,34,66,233,251,484,15,57,72,556
35227,4,2688,14,16,30,477,604,1081,2,6,8,1089
36006,4,2688,6,7,13,47,39,86,2,0,2,88
36143,4,2688,31,41,72,417,371,788,28,87,115,903
36951,4,2688,32,36,68,293,285,578,6,9,15,593
37617,4,2688,22,22,44,187,190,377,18,25,43,420
38823,4,2688,26,22,48,445,387,832,10,9,19,851
38893,4,2688,8,10,18,170,171,341,16,26,42,383
38901,4,2688,22,20,42,126,113,239,3,4,7,246
38927,4,2688,29,28,57,384,373,757,9,24,33,790
39122,4,2688,16,17,33,28,18,46,9,27,36,82
39253,4,2688,25,27,52,165,127,292,11,30,41,333
39701,4,2688,24,22,46,184,192,376,7,28,35,411
39783,4,2688,18,22,40,165,179,344,13,14,27,371
40557,4,2688,19,21,40,492,498,990,9,18,27,1017
40629,4,2688,28,29,57,574,587,1161,5,17,22,1183
40997,4,2688,15,14,29,140,142,282,16,24,40,322
41393,4,2688,10,15,25,108,91,199,6,15,21,220
44167,4,2688,34,42,76,313,329,642,17,41,58,700
44520,4,2688,15,17,32,151,145,296,7,19,26,322
44947,4,2688,9,11,20,372,373,745,2,7,9,754
44956,4,2688,7,14,21,19,16,35,1,18,19,54
45000,4,2688,10,16,26,82,75,157,1,17,18,175
45292,4,2688,53,53,106,547,568,1115,28,43,71,1186
45539,4,2688,18,18,36,332,253,585,7,16,23,608
45945,4,2688,17,15,32,1049,997,2046,11,14,25,2071
46021,4,2688,11,14,25,376,293,669,12,17,29,698
46160,4,2688,14,11,25,52,47,99,4,10,14,113
46584,4,2688,13,14,27,44,25,69,7,46,53,122
46654,4,2688,33,26,59,338,302,640,26,47,73,713
46771,4,2688,24,27,51,253,171,424,22,63,85,509
47230,4,2688,13,21,34,90,76,166,22,71,93,259
48187,4,2688,16,16,32,232,212,444,12,40,52,496
48429,4,2688,27,37,64,199,170,369,52,87,139,508
48990,4,2688,6,7,13,408,381,789,8,11,19,808
49294,4,2688,8,9,17,402,389,791,3,11,14,805
49597,4,2688,10,11,21,48,42,90,3,7,10,100
50181,4,2688,11,13,24,32,31,63,2,17,19,82
50709,4,2688,20,20,40,393,416,809,7,23,30,839
50869,4,2688,21,25,46,251,216,467,11,24,35,502
50947,4,2688,33,31,64,522,530,1052,10,25,35,1087
51102,4,2688,70,78,148,1742,1667,3409,25,30,55,3464
51470,4,2688,20,19,39,363,348,711,1,4,5,716
51552,4,2688,10,11,21,78,65,143,4,21,25,168
51597,4,2688,15,16,31,37,33,70,3,20,23,93
51675,4,2688,7,8,15,25,25,50,4,37,41,91
51722,4,2688,7,9,16,24,24,48,0,3,3,51
52067,4,2688,31,28,59,702,689,1391,6,6,12,1403
52385,4,2688,20,24,44,318,321,639,10,14,24,663
52441,4,2688,39,34,73,576,625,1201,10,17,27,1228
52615,4,2688,14,10,24,50,40,90,2,11,13,103
52635,4,2688,8,8,16,34,27,61,3,3,6,67
52923,4,2688,13,15,28,263,245,508,13,28,41,549
53275,4,2688,15,20,35,21,13,34,14,51,65,99
53884,4,2688,11,15,26,71,56,127,2,11,13,140
55464,4,2688,29,34,63,279,306,585,21,38,59,644
55594,4,2688,23,20,43,158,131,289,14,18,32,321
57637,4,2688,19,23,42,117,139,256,3,11,14,270
57896,4,2688,22,28,50,224,236,460,16,40,56,516
58168,4,2688,6,10,16,233,219,452,3,24,27,479
58909,4,2688,13,15,28,102,113,215,4,12,16,231
59367,4,2688,30,21,51,353,238,591,12,15,27,618
60482,4,2688,23,25,48,151,147,298,10,21,31,329
60830,4,2688,17,15,32,67,71,138,13,14,27,165
61280,4,2688,26,32,58,522,551,1073,5,13,18,1091
62555,4,2688,13,36,49,44,45,89,11,69,80,169
62560,4,2688,26,29,55,292,294,586,6,25,31,617
63063,4,2688,22,22,44,301,279,580,3,11,14,594
63188,4,2688,10,9,19,178,184,362,1,1,2,364
63757,4,2688,16,19,35,100,127,227,3,17,20,247
63817,4,2688,13,15,28,470,410,880,15,8,23,903
64772,4,2688,20,26,46,219,219,438,18,39,57,495
65102,4,2688,10,10,20,907,890,1797,9,9,18,1815
65526,4,2688,7,8,15,44,27,71,3,9,12,83
65591,4,2688,15,24,39,246,280,526,19,69,88,614
66052,4,2688,31,32,63,277,171,448,44,83,127,575
66245,4,2688,23,27,50,279,278,557,12,26,38,595
66404,4,2688,17,17,34,257,160,417,5,5,10,427
66754,4,2688,22,20,42,428,413,841,7,22,29,870
66991,4,2688,29,30,59,355,287,642,15,41,56,698
67947,4,2688,18,16,34,66,34,100,4,8,12,112
68494,4,2688,27,32,59,755,818,1573,9,30,39,1612
68533,4,2688,28,24,52,172,164,336,6,13,19,355
68633,4,2688,10,12,22,108,104,212,5,8,13,225
69065,4,2688,26,27,53,688,678,1366,13,44,57,1423
69669,4,2688,13,11,24,59,45,104,19,20,39,143
70889,4,2688,12,13,25,276,250,526,0,0,0,526
71187,4,2688,8,8,16,36,23,59,1,4,5,64
71518,4,2688,15,16,31,109,112,221,3,12,15,236
71627,4,2688,25,25,50,211,221,432,12,40,52,484
71700,4,2688,20,22,42,289,312,601,12,12,24,625
71782,4,2688,13,10,23,62,47,109,2,3,5,114
72700,4,2688,0,3,3,0,0,0,0,5,5,5
72746,4,2688,16,17,33,87,97,184,6,10,16,200
73175,4,2688,6,8,14,66,59,125,1,2,3,128
73303,4,2688,10,10,20,82,80,162,5,5,10,172
74916,4,2688,36,37,73,1098,1084,2182,17,28,45,2227
75178,4,2688,4,2,6,2,2,4,6,3,9,13
75261,4,2688,34,36,70,660,684,1344,51,77,128,1472
75466,4,2688,6,7,13,15,8,23,0,3,3,26
75468,4,2688,6,9,15,28,18,46,2,20,22,68
76313,4,2688,25,23,48,210,224,434,34,19,53,487
77023,4,2688,12,12,24,151,166,317,8,12,20,337
77291,4,2688,20,22,42,149,161,310,7,19,26,336
77824,4,2688,18,16,34,154,136,290,15,4,19,309
78062,4,2688,7,7,14,97,119,216,1,1,2,218
78638,4,2688,27,35,62,323,302,625,3,18,21,646
78911,4,2688,8,6,14,41,31,72,5,2,7,79
78966,4,2688,22,23,45,953,475,1428,4,8,12,1440
79877,4,2688,9,10,19,54,53,107,0,0,0,107
80058,4,2688,35,36,71,354,366,720,9,22,31,751
80193,4,2688,24,24,48,340,494,834,22,57,79,913
82060,4,2688,17,19,36,335,322,657,35,33,68,725
82282,4,2688,13,15,28,167,157,324,15,13,28,352
83184,4,2688,13,13,26,320,294,614,4,4,8,622
83568,4,2688,16,15,31,300,187,487,5,6,11,498
84215,4,2688,9,17,26,175,169,344,3,26,29,373
84472,4,2688,26,29,55,424,402,826,12,39,51,877
84625,4,2688,1,0,1,4,0,4,0,0,0,4
84841,4,2688,24,24,48,185,193,378,39,45,84,462
85596,4,2688,24,28,52,418,472,890,17,20,37,927
85970,4,2688,22,23,45,472,480,952,5,14,19,971
86009,4,2688,19,16,35,58,36,94,7,19,26,120
86237,4,2688,8,13,21,73,59,132,4,19,23,155
86352,4,2688,38,43,81,184,216,400,20,48,68,468
86610,4,2688,21,22,43,341,328,669,6,52,58,727
86727,4,2688,12,12,24,113,122,235,3,1,4,239
88133,4,2688,16,30,46,85,98,183,17,23,40,223
88175,4,2688,15,22,37,120,133,253,4,13,17,270
89827,4,2688,27,28,55,314,266,580,13,33,46,626
10060,5,2689,7,9,16,78,66,144,9,6,15,159
10281,5,2689,4,8,12,845,940,1785,5,8,13,1798
10353,5,2689,24,24,48,374,375,749,3,3,6,755
10841,5,2689,12,19,31,70,72,142,4,19,23,165
11023,5,2689,18,17,35,318,299,617,6,19,25,642
11360,5,2689,17,18,35,207,180,387,20,71,91,478
11692,5,2689,18,20,38,688,779,1467,13,20,33,1500
13116,5,2689,27,47,74,112,140,252,9,54,63,315
13799,5,2689,22,22,44,135,179,314,6,21,27,341
13882,5,2689,15,17,32,139,150,289,7,9,16,305
13896,5,2689,10,10,20,74,71,145,3,21,24,169
14106,5,2689,8,6,14,23,11,34,2,1,3,37
14188,5,2689,9,15,24,206,283,489,4,32,36,525
14962,5,2689,24,28,52,482,388,870,10,46,56,926
15071,5,2689,4,9,13,355,331,686,5,10,15,701
15548,5,2689,2,2,4,8,8,16,2,6,8,24
15723,5,2689,14,15,29,182,165,347,9,8,17,364
15776,5,2689,15,16,31,90,88,178,2,8,10,188
16313,5,2689,33,39,72,243,225,468,15,43,58,526
16495,5,2689,15,21,36,137,142,279,5,25,30,309
16933,5,2689,16,18,34,656,726,1382,9,8,17,1399
17041,5,2689,7,11,18,12,13,25,9,19,28,53
17353,5,2689,15,19,34,73,64,137,7,21,28,165
18344,5,2689,13,16,29,119,106,225,1,14,15,240
18394,5,2689,21,19,40,177,147,324,3,8,11,335
18420,5,2689,11,6,17,12,5,17,28,10,38,55
18707,5,2689,18,23,41,248,249,497,17,54,71,568
19066,5,2689,18,16,34,112,105,217,10,21,31,248
19844,5,2689,12,13,25,126,115,241,17,14,31,272
20905,5,2689,15,17,32,116,119,235,36,66,102,337
21350,5,2689,19,21,40,765,748,1513,17,23,40,1553
22540,5,2689,3,1,4,6,2,8,0,0,0,8
22617,5,2689,16,14,30,180,184,364,16,2,18,382
22745,5,2689,19,18,37,273,278,551,2,2,4,555
22931,5,2689,22,17,39,98,68,166,1,9,10,176
23040,5,2689,19,20,39,178,149,327,6,4,10,337
23144,5,2689,8,10,18,48,60,108,5,21,26,134
23642,5,2689,10,11,21,261,287,548,4,0,4,552
24543,5,2689,12,15,27,70,70,140,3,11,14,154
24760,5,2689,26,37,63,743,864,1607,15,37,52,1659
24853,5,2689,16,20,36,101,91,192,4,14,18,210
25171,5,2689,19,21,40,95,125,220,14,23,37,257
25323,5,2689,21,26,47,190,187,377,5,17,22,399
25494,5,2689,42,47,89,530,581,1111,11,43,54,1165
25544,5,2689,23,29,52,256,369,625,2,10,12,637
25947,5,2689,22,43,65,128,93,221,17,53,70,291
26127,5,2689,8,11,19,40,28,68,10,16,26,94
26425,5,2689,14,12,26,46,39,85,8,9,17,102
26999,5,2689,12,11,23,141,84,225,21,71,92,317
28831,5,2689,6,14,20,23,23,46,3,35,38,84
29914,5,2689,14,12,26,127,87,214,10,8,18,232
30076,5,2689,20,21,41,332,328,660,4,4,8,668
30952,5,2689,22,28,50,173,160,333,20,46,66,399
31372,5,2689,8,11,19,138,151,289,4,10,14,303
31583,5,2689,35,33,68,918,830,1748,14,31,45,1793
32100,5,2689,20,23,43,367,410,777,8,22,30,807
32174,5,2689,10,15,25,30,31,61,2,13,15,76
32899,5,2689,1,1,2,1,0,1,0,1,1,2
33094,5,2689,20,21,41,358,380,738,71,94,165,903
34250,5,2689,24,32,56,87,86,173,6,33,39,212
34853,5,2689,32,38,70,570,618,1188,7,33,40,1228
35227,5,2689,16,19,35,333,354,687,4,12,16,703
36006,5,2689,8,6,14,31,27,58,2,0,2,60
36143,5,2689,31,31,62,382,319,701,14,70,84,785
36951,5,2689,20,24,44,209,205,414,3,4,7,421
37617,5,2689,20,18,38,246,250,496,12,23,35,531
38823,5,2689,26,24,50,161,148,309,1,16,17,326
38893,5,2689,7,9,16,96,95,191,5,11,16,207
38901,5,2689,23,24,47,254,227,481,1,8,9,490
38927,5,2689,28,34,62,420,435,855,16,27,43,898
39122,5,2689,17,22,39,31,18,49,4,22,26,75
39253,5,2689,28,24,52,272,225,497,27,26,53,550
39701,5,2689,23,24,47,260,255,515,11,35,46,561
39783,5,2689,18,19,37,190,200,390,13,12,25,415
40557,5,2689,21,21,42,494,469,963,11,13,24,987
40629,5,2689,31,35,66,411,433,844,18,21,39,883
40997,5,2689,16,20,36,125,136,261,17,22,39,300
41393,5,2689,13,18,31,83,75,158,5,19,24,182
44167,5,2689,42,38,80,273,304,577,4,10,14,591
44520,5,2689,13,18,31,140,129,269,8,19,27,296
44947,5,2689,11,13,24,376,367,743,2,3,5,748
44956,5,2689,11,21,32,31,32,63,3,19,22,85
45000,5,2689,12,11,23,66,51,117,1,6,7,124
45292,5,2689,40,45,85,472,477,949,34,66,100,1049
45539,5,2689,20,20,40,476,375,851,4,12,16,867
45945,5,2689,13,14,27,1105,1084,2189,9,9,18,2207
46021,5,2689,12,13,25,196,159,355,23,30,53,408
46160,5,2689,18,15,33,79,67,146,8,9,17,163
46584,5,2689,19,19,38,80,39,119,9,57,66,185
46654,5,2689,36,29,65,485,394,879,14,46,60,939
46771,5,2689,25,19,44,281,200,481,16,48,64,545
47230,5,2689,16,19,35,252,202,454,8,54,62,516
48187,5,2689,15,13,28,209,218,427,11,31,42,469
48429,5,2689,41,36,77,201,155,356,57,91,148,504
48990,5,2689,7,8,15,375,357,732,8,10,18,750
49294,5,2689,8,8,16,390,354,744,4,8,12,756
49597,5,2689,7,9,16,34,38,72,2,8,10,82
50181,5,2689,7,8,15,78,68,146,8,23,31,177
50709,5,2689,20,20,40,415,436,851,12,24,36,887
50869,5,2689,24,28,52,219,205,424,5,22,27,451
50947,5,2689,28,30,58,503,539,1042,12,14,26,1068
51102,5,2689,65,70,135,1701,1648,3349,24,26,50,3399
51470,5,2689,15,18,33,319,331,650,2,15,17,667
51552,5,2689,13,18,31,122,115,237,1,29,30,267
51597,5,2689,14,14,28,37,27,64,0,22,22,86
51675,5,2689,7,8,15,36,36,72,9,50,59,131
51722,5,2689,8,8,16,16,12,28,1,3,4,32
52067,5,2689,32,30,62,812,783,1595,18,29,47,1642
52385,5,2689,21,21,42,466,469,935,2,8,10,945
52441,5,2689,40,41,81,718,819,1537,21,45,66,1603
52615,5,2689,12,11,23,48,42,90,8,7,15,105
52635,5,2689,11,8,19,34,16,50,5,4,9,59
52923,5,2689,16,14,30,328,333,661,13,30,43,704
53275,5,2689,11,16,27,44,18,62,10,61,71,133
53884,5,2689,10,10,20,72,42,114,0,13,13,127
55464,5,2689,28,34,62,291,312,603,15,48,63,666
55594,5,2689,18,17,35,118,101,219,16,34,50,269
57637,5,2689,22,24,46,186,224,410,9,6,15,425
57896,5,2689,24,25,49,263,232,495,7,19,26,521
58168,5,2689,1,0,1,1,0,1,0,0,0,1
